10.074029	10.611337
9.944572	9.979314
10.186171	10.308081
9.006057	8.431001
8.690224	10.426238
9.358509	10.835706
8.327431	8.450808
11.446647	10.417905
9.228728	10.536031
7.676036	9.498790
9.821998	10.232219
8.459317	9.450071
7.817866	6.825321
8.635968	8.607981
8.558727	8.579382
8.863055	7.372082
8.539652	8.497570
9.359691	8.566515
10.209117	8.858569
7.604413	7.854382
10.064965	9.781457
9.604074	10.509962
10.466419	8.621699
9.399715	9.102802
8.361545	8.835578
8.244136	8.758290
8.212911	7.927768
8.889277	8.354660
9.346940	10.236990
9.620968	9.449233
9.261395	9.800425
9.796411	9.172341
9.378697	11.212440
9.349186	9.137236
10.410430	9.737032
8.048223	6.975269
9.473260	8.260697
10.063057	9.758666
8.068703	8.279895
9.369076	8.679628
10.567286	9.609663
9.547879	8.838730
8.391456	7.967510
8.803821	12.198777
8.809894	8.573408
8.720855	7.451576
8.631187	9.694194
8.477177	8.549018
9.494211	8.779185
8.998830	8.119318
9.431768	8.001509
10.258207	10.210329
8.580048	9.396410
8.605797	6.990402
8.040336	8.781708
8.048187	8.484756
8.716225	10.186344
9.396139	8.798910
10.336236	9.009737
11.268450	12.729063
8.326702	7.404802
9.708115	8.680170
7.894189	8.203358
10.003564	9.963312
9.031642	9.187915
7.891747	7.981980
9.335957	10.397961
9.336103	11.495014
7.872573	7.173109
9.190440	7.926678
11.829269	12.991746
8.652640	7.458934
7.540405	8.470988
7.827644	8.267508
7.200515	7.685735
7.987970	8.532372
10.533666	12.539204
8.466908	8.308196
8.316460	7.425312
9.478688	8.601856
8.546907	9.480326
9.990186	10.570761
8.167963	8.969896
8.879366	9.094141
8.713074	7.385039
9.055548	9.977444
9.130026	9.985804
8.716297	8.393559
7.772002	7.901574
9.678604	9.724597
9.119395	9.531785
10.132539	9.781404
8.820969	8.705437
7.807020	7.892731
8.282981	6.251894
8.709530	8.281524
9.625940	8.425665
9.739192	7.929807
7.755320	6.257273
9.135257	9.944267
10.000263	11.945630
10.346111	10.238071
10.065178	10.312433
9.788774	9.424469
8.824908	9.012261
7.960434	8.256100
8.729793	8.554970
9.320292	10.503518
9.335244	7.373186
8.904700	10.811185
6.882103	5.935168
8.842750	10.251765
9.254911	10.509897
8.760343	9.361861
11.201013	10.655351
10.509796	11.333233
8.400044	6.922491
8.831843	9.200457
8.887823	10.010775
7.915819	8.228508
10.743907	10.981498
9.337492	7.635070
9.351190	10.271205
8.286284	7.725654
7.994936	8.830870
7.714581	8.366399
9.016804	9.976869
8.562279	8.090836
8.469778	7.329131
