1.434515	0.213459	2
6.190997	6.212657	1
16.424464	16.613696	0
9.662454	8.913288	1
15.495564	16.223310	0
15.944232	16.294885	0
10.089444	10.438228	1
7.953684	9.670866	1
7.158558	7.260097	1
17.174556	15.610341	0
8.664955	9.287545	1
1.436734	1.354047	2
1.876959	1.986313	2
8.499735	7.036313	1
8.580928	9.954901	1
-1.502354	-1.426897	2
-1.447332	-0.720392	2
-0.940287	-0.111350	2
8.177969	9.529178	1
-1.022100	-0.589460	2
-2.026781	-1.208288	2
15.903729	15.494341	0
15.258476	17.461769	0
17.656272	18.283625	0
16.894607	17.632635	0
-1.529321	-2.394685	2
-1.409778	-2.862021	2
8.771185	10.027574	1
-1.254017	-0.696428	2
15.988064	15.440654	0
7.479665	7.969708	1
16.134031	17.537954	0
0.294761	1.467787	2
7.715855	6.291207	1
9.865949	10.089071	1
15.284072	14.692456	0
7.893880	6.282723	1
0.873191	0.974218	2
15.620617	16.948616	0
0.184200	-0.191935	2
7.780546	7.105233	1
8.043760	8.482536	1
8.567551	10.419023	1
7.799110	7.734612	1
16.711811	17.748888	0
0.384801	-0.430668	2
17.109322	17.913652	0
-1.312179	-1.318505	2
8.680892	8.656153	1
17.335228	16.465944	0
7.911471	7.672881	1
7.745623	7.340353	1
8.080680	7.288539	1
-1.141083	0.179922	2
16.778129	16.560719	0
16.370791	16.240236	0
-2.006725	0.588166	2
0.250469	-0.547838	2
16.392350	13.638762	0
9.318901	9.478846	1
16.582953	17.873749	0
9.711779	10.497679	1
0.222181	-1.616441	2
0.338283	-0.598767	2
5.831101	4.592869	1
0.519239	1.030614	2
0.482902	-1.035392	2
-0.118274	0.170308	2
-0.057869	-0.400853	2
-0.059698	-0.786478	2
0.016481	0.319009	2
16.786230	16.846443	0
14.196725	14.512239	0
-1.022311	-0.921299	2
15.391737	14.792256	0
7.699085	7.687492	1
7.910065	8.908093	1
7.619101	6.488839	1
-1.214124	0.642216	2
5.855330	6.563094	1
17.135374	15.732662	0
7.639221	6.247554	1
-0.598529	0.004578	2
16.187236	14.578098	0
-0.245892	0.814859	2
14.989585	15.832000	0
-1.171226	-1.693273	2
-0.879508	-0.655461	2
0.103794	1.553932	2
14.747295	13.032654	0
-0.699025	0.916121	2
-0.117092	-2.168334	2
15.463667	15.658283	0
15.678675	15.357110	0
-0.113664	1.765745	2
-0.597019	0.068384	2
7.282730	6.638031	1
15.361012	15.925717	0
6.980724	7.543331	1
6.303780	4.571380	1
8.503019	9.819698	1
9.871738	8.055171	1
9.310997	8.522802	1
8.164193	8.862108	1
0.079139	-1.358425	2
7.634420	8.010371	1
0.502400	0.063788	2
16.081623	15.164215	0
7.083855	9.527732	1
8.922824	7.853664	1
14.852910	14.027542	0
8.479106	6.763898	1
8.874900	7.174290	1
15.188506	16.255395	0
-2.059612	-0.709366	2
0.237364	3.023556	2
1.538283	1.112578	2
5.731036	4.573038	1
15.957457	15.415875	0
-0.641297	-2.190528	2
17.654135	17.018856	0
14.417096	16.019423	0
17.509032	17.719064	0
-0.551298	-0.310428	2
-1.058525	-2.757818	2
6.718974	7.515890	1
17.394870	18.490959	0
15.791872	12.708361	0
4.960385	5.599895	1
0.053217	0.958424	2
7.699324	8.860039	1
15.655432	13.668609	0
15.265412	14.858622	0
