-0.171279	-0.011821	1.000000
-0.080943	-0.646251	-1.000000
0.422575	-0.122591	1.000000
0.486251	-0.293702	-1.000000
-0.120320	0.159291	1.000000
0.502946	-0.185537	-1.000000
-0.261666	-0.575632	-1.000000
-0.120508	0.679404	-1.000000
0.163793	0.200407	1.000000
-0.144753	0.256774	1.000000
0.129611	-0.859991	-1.000000
-0.368904	0.219432	1.000000
-0.282442	0.075089	1.000000
0.324351	-0.126927	1.000000
0.733151	0.151491	-1.000000
-0.227982	0.889429	-1.000000
0.629002	-0.024112	-1.000000
0.349944	0.261210	1.000000
-0.749810	0.191702	-1.000000
0.419848	-0.505299	-1.000000
-0.060495	-0.907935	-1.000000
0.561788	0.132160	-1.000000
-0.127908	0.861374	-1.000000
0.530137	0.005688	-1.000000
-0.422103	-0.739643	-1.000000
-0.374362	0.105294	1.000000
-0.162895	-0.289340	1.000000
-0.483579	-0.071303	1.000000
0.100640	0.812581	-1.000000
0.514273	0.543660	-1.000000
0.288632	0.767039	-1.000000
0.534627	-0.260800	-1.000000
0.701120	0.036356	-1.000000
0.047459	-0.067911	1.000000
-0.262330	-0.736253	-1.000000
0.169683	0.629307	-1.000000
0.241703	0.068983	1.000000
0.100914	0.870691	-1.000000
-0.529631	-0.044876	-1.000000
0.359072	-0.140091	1.000000
-0.031929	-0.493320	1.000000
0.442997	0.194224	1.000000
-0.907486	-0.076872	-1.000000
-0.071810	0.478980	1.000000
0.906796	-0.417086	-1.000000
-0.179697	-0.147069	1.000000
0.055687	-0.027432	1.000000
0.357424	-0.237690	1.000000
0.737625	-0.478809	-1.000000
0.128601	0.123918	1.000000
-0.124956	-0.175249	1.000000
-0.443184	-0.344035	-1.000000
0.520905	0.583422	-1.000000
0.682939	0.552785	-1.000000
0.257167	-0.542474	-1.000000
0.013898	0.309528	1.000000
0.017570	-0.063775	1.000000
-0.013606	-0.016377	1.000000
-0.108140	0.222409	1.000000
-0.014369	0.007414	1.000000
0.587898	0.521051	-1.000000
-0.049689	-0.124413	1.000000
0.066926	-0.128538	1.000000
-0.198168	0.806116	-1.000000
0.035772	0.056291	1.000000
-0.453401	0.679227	-1.000000
0.241427	-0.224791	1.000000
0.632235	0.581243	-1.000000
0.554561	0.751195	-1.000000
-0.708964	-0.112600	-1.000000
0.335218	-0.174108	1.000000
-0.342399	0.262491	1.000000
0.641243	0.587195	-1.000000
-0.406592	-0.477033	-1.000000
0.051997	0.096791	1.000000
0.219562	-0.248667	1.000000
0.271856	-0.694931	-1.000000
0.165283	-0.306006	1.000000
-0.464429	0.430713	-1.000000
0.028857	-0.005009	1.000000
-0.289066	-0.151741	1.000000
0.018480	-0.044261	1.000000
-0.630872	-0.471354	-1.000000
-0.738858	0.198474	-1.000000
0.388096	-0.047441	1.000000
0.369288	0.308686	1.000000
-0.801812	0.423309	-1.000000
0.155635	0.660846	-1.000000
-0.480838	-0.008535	1.000000
-0.129296	-0.782766	-1.000000
0.576066	0.361391	-1.000000
0.310108	0.190276	1.000000
0.112943	-0.716556	-1.000000
0.465829	-0.528880	-1.000000
0.352738	0.263598	1.000000
0.883038	0.179503	-1.000000
-0.001809	-0.034891	1.000000
0.080659	-0.018660	1.000000
0.209145	0.014232	1.000000
0.348620	-0.155921	1.000000
